Name,Age,Gender,Address,Loan Access,CRM/ATM Access,Mobile Banking Access,Profession,Disability
Tesfu Samuel,47,Male,"Kebele 29, Woreda 9, Debre Berhan",Michu,No,Yes,Employed,No
Mitiku Nebiyu,57,Male,"Kebele 26, Woreda 1, Bahir Dar",Conventional Loan,No,No,Health Worker,Yes
Zerihun Tsegaye,49,Male,"Kebele 19, Woreda 4, Dessie",Conventional Loan,No,Yes,Teacher,Yes
Magi Birhanu,30,Female,"Kebele 26, Woreda 3, Harar",Kiya,No,No,Student,No
Yohannes Abraham,23,Male,"Kebele 12, Woreda 3, Dessie",Michu,Yes,No,Farmer,No
Abraham Sisay,34,Male,"Kebele 15, Woreda 5, Hawassa",Conventional Loan,No,No,Teacher,Yes
Mekdes Endale,23,Female,"Kebele 17, Woreda 4, Debre Berhan",Michu,No,Yes,Student,No
Kidane Worku,28,Male,"Kebele 10, Woreda 3, Dessie",Conventional Loan,Yes,Yes,Student,Yes
Lulit Endale,35,Female,"Kebele 2, Woreda 3, Adama",Conventional Loan,No,Yes,Employed,Yes
Rediet Shiferaw,46,Female,"Kebele 2, Woreda 6, Dilla",Kiya,No,Yes,Merchant,Yes
Lulit Dawit,41,Female,"Kebele 28, Woreda 4, Harar",Conventional Loan,No,Yes,Student,No
Dinknesh Kassahun,19,Female,"Kebele 20, Woreda 3, Adama",Conventional Loan,No,No,Merchant,Yes
Mihret Sisay,20,Female,"Kebele 22, Woreda 2, Mekelle",Conventional Loan,No,Yes,Merchant,Yes
Naomi Shiferaw,52,Female,"Kebele 23, Woreda 10, Debre Berhan",Kiya,No,No,Farmer,No
Mekonnen Abebe,19,Male,"Kebele 4, Woreda 5, Harar",Conventional Loan,Yes,Yes,Farmer,Yes
Hana Yemane,51,Female,"Kebele 29, Woreda 3, Gondar",Michu,Yes,No,Teacher,No
Shiferaw Abraham,46,Male,"Kebele 22, Woreda 6, Debre Markos",Conventional Loan,Yes,Yes,Student,No
Negusu Geremew,18,Male,"Kebele 22, Woreda 5, Dilla",Michu,Yes,No,Merchant,Yes
Selamawit Hailemariam,24,Male,"Kebele 19, Woreda 6, Nekemte",Conventional Loan,Yes,Yes,Employed,No
Magi Tamirat,61,Female,"Kebele 15, Woreda 10, Nekemte",Kiya,No,Yes,Merchant,Yes
Teshome Tamrat,22,Male,"Kebele 29, Woreda 10, Gambela",Conventional Loan,Yes,No,Merchant,Yes
Lulit Demeke,68,Female,"Kebele 30, Woreda 9, Bahir Dar",Michu,Yes,No,Health Worker,Yes
Selamawit Getachew,25,Female,"Kebele 1, Woreda 5, Shashemene",Kiya,No,Yes,Teacher,No
Yeshi Habtamu,32,Female,"Kebele 25, Woreda 8, Hosaena",Michu,Yes,Yes,Teacher,No
Zewditu Mitiku,46,Female,"Kebele 25, Woreda 4, Harar",Michu,No,Yes,Student,No
Gete Desalegn,50,Female,"Kebele 18, Woreda 10, Dilla",Conventional Loan,No,No,Employed,Yes
Hirut Biruk,58,Female,"Kebele 13, Woreda 1, Asosa",Conventional Loan,No,Yes,Student,No
Selam Getachew,70,Female,"Kebele 8, Woreda 2, Gondar",Conventional Loan,No,Yes,Health Worker,Yes
Gete Muluken,39,Female,"Kebele 14, Woreda 5, Nekemte",Conventional Loan,No,Yes,Employed,Yes
Kebede Adamu,49,Male,"Kebele 8, Woreda 2, Dire Dawa",Conventional Loan,Yes,Yes,Teacher,No
Yordanos Tadese,66,Female,"Kebele 1, Woreda 8, Asosa",Michu,Yes,Yes,Health Worker,Yes
Rahel Hussen,68,Female,"Kebele 29, Woreda 3, Debre Markos",Conventional Loan,Yes,No,Student,Yes
Helina Nebiyu,53,Female,"Kebele 23, Woreda 1, Arba Minch",Conventional Loan,Yes,No,Health Worker,Yes
Gennet Tsegaye,40,Female,"Kebele 25, Woreda 10, Dire Dawa",Michu,No,Yes,Student,Yes
Adel Kidane,43,Female,"Kebele 17, Woreda 2, Gondar",Michu,Yes,Yes,Health Worker,Yes
Birhanu Mamo,57,Male,"Kebele 4, Woreda 7, Harar",Michu,No,Yes,Teacher,No
Yeshi Tadese,40,Female,"Kebele 1, Woreda 2, Nekemte",Michu,No,No,Teacher,Yes
Meseret Gebeyehu,40,Female,"Kebele 16, Woreda 9, Harar",Michu,Yes,Yes,Merchant,Yes
Habtemariam Mengistu,56,Male,"Kebele 18, Woreda 5, Mekelle",Conventional Loan,No,Yes,Health Worker,Yes
Senait Leul,59,Female,"Kebele 18, Woreda 4, Harar",Michu,No,No,Farmer,Yes
Eyob Bekele,63,Male,"Kebele 17, Woreda 2, Nekemte",Michu,Yes,Yes,Teacher,No
Shiferaw Yilma,21,Male,"Kebele 16, Woreda 8, Bahir Dar",Michu,Yes,No,Employed,No
Dinknesh Sintayehu,42,Female,"Kebele 24, Woreda 2, Debre Berhan",Kiya,No,Yes,Merchant,Yes
Yordanos Demelash,51,Female,"Kebele 14, Woreda 5, Sodo",Conventional Loan,Yes,No,Merchant,Yes
Tariku Asnake,33,Male,"Kebele 19, Woreda 7, Shashemene",Conventional Loan,No,Yes,Student,No
Ayantu Sintayehu,58,Female,"Kebele 25, Woreda 10, Asosa",Conventional Loan,Yes,No,Health Worker,Yes
Hana Ermias,29,Female,"Kebele 12, Woreda 5, Harar",Conventional Loan,No,Yes,Merchant,Yes
Biruk Negusu,62,Male,"Kebele 11, Woreda 9, Bahir Dar",Conventional Loan,No,Yes,Student,Yes
Selam Tesfu,35,Female,"Kebele 21, Woreda 4, Mekelle",Conventional Loan,No,Yes,Farmer,Yes
Geremew Mekonnen,63,Male,"Kebele 4, Woreda 7, Jijiga",Conventional Loan,Yes,Yes,Health Worker,Yes
Zerihun Zewdu,30,Male,"Kebele 14, Woreda 9, Dilla",Michu,Yes,Yes,Health Worker,No
Sisay Tamirat,51,Male,"Kebele 5, Woreda 2, Bahir Dar",Conventional Loan,Yes,Yes,Farmer,No
Abebech Yonas,21,Female,"Kebele 4, Woreda 7, Mekelle",Michu,Yes,No,Merchant,Yes
Wengel Yonas,52,Female,"Kebele 27, Woreda 4, Jimma",Michu,Yes,No,Employed,No
Bereket Tariku,23,Male,"Kebele 19, Woreda 10, Sodo",Michu,No,Yes,Health Worker,Yes
Melaku Tamirat,54,Male,"Kebele 27, Woreda 3, Dire Dawa",Michu,Yes,Yes,Farmer,No
Kibrom Biruk,62,Male,"Kebele 30, Woreda 10, Jimma",Conventional Loan,Yes,No,Student,Yes
Wengel Selamawit,53,Female,"Kebele 25, Woreda 2, Asosa",Michu,No,No,Teacher,Yes
Meseret Habtemariam,53,Female,"Kebele 7, Woreda 7, Hosaena",Kiya,Yes,No,Student,No
Henok Samuel,20,Male,"Kebele 23, Woreda 8, Gondar",Conventional Loan,No,Yes,Employed,No
Getahun Berhanu,69,Male,"Kebele 11, Woreda 3, Harar",Conventional Loan,Yes,Yes,Health Worker,Yes
Girma Mekonnen,29,Male,"Kebele 14, Woreda 4, Bahir Dar",Michu,No,No,Health Worker,Yes
Banchi Wolde,68,Female,"Kebele 7, Woreda 6, Nekemte",Michu,No,Yes,Farmer,No
Tsegaye Yohannes,66,Male,"Kebele 7, Woreda 9, Arba Minch",Conventional Loan,Yes,Yes,Merchant,Yes
Naomi Moges,40,Female,"Kebele 4, Woreda 8, Dessie",Michu,Yes,No,Student,Yes
Sintayehu Yemane,29,Male,"Kebele 18, Woreda 7, Shashemene",Conventional Loan,Yes,No,Merchant,No
Abigail Zegeye,68,Female,"Kebele 24, Woreda 8, Arba Minch",Conventional Loan,Yes,No,Merchant,No
Lulit Nebiyu,64,Female,"Kebele 21, Woreda 7, Hosaena",Conventional Loan,Yes,Yes,Teacher,Yes
Hawi Getnet,51,Female,"Kebele 8, Woreda 7, Hawassa",Michu,No,Yes,Merchant,Yes
Yonas Moges,51,Male,"Kebele 12, Woreda 9, Harar",Michu,No,Yes,Farmer,No
Nega Tadese,21,Male,"Kebele 19, Woreda 5, Dessie",Michu,No,No,Student,No
Tsion Legesse,29,Female,"Kebele 7, Woreda 7, Harar",Kiya,No,No,Merchant,No
Nardos Amare,68,Female,"Kebele 19, Woreda 4, Jimma",Michu,No,No,Farmer,No
Andargachew Mekonnen,36,Male,"Kebele 4, Woreda 6, Asosa",Michu,No,Yes,Teacher,Yes
Getachew Demelash,45,Male,"Kebele 23, Woreda 5, Mekelle",Conventional Loan,No,No,Farmer,Yes
Mulugeta Getahun,27,Male,"Kebele 4, Woreda 2, Mekelle",Conventional Loan,No,Yes,Employed,No
Selamawit Abebe,47,Male,"Kebele 17, Woreda 5, Gambela",Conventional Loan,No,No,Teacher,No
Yesuf Dagnachew,68,Male,"Kebele 2, Woreda 6, Jijiga",Conventional Loan,Yes,Yes,Health Worker,Yes
Tadese Mulugeta,67,Male,"Kebele 11, Woreda 5, Shashemene",Conventional Loan,No,No,Merchant,Yes
Moges Yohannes,64,Male,"Kebele 22, Woreda 4, Debre Markos",Conventional Loan,No,No,Merchant,No
Shiferaw Nigussie,54,Male,"Kebele 17, Woreda 4, Harar",Conventional Loan,Yes,No,Teacher,No
Fozia Fekadu,48,Female,"Kebele 17, Woreda 4, Dire Dawa",Conventional Loan,No,No,Health Worker,Yes
Kidist Hailemariam,68,Male,"Kebele 9, Woreda 10, Adama",Michu,Yes,No,Employed,No
Geremew Abiyot,39,Male,"Kebele 3, Woreda 2, Jimma",Michu,No,No,Merchant,No
Atikilt Misgana,21,Female,"Kebele 3, Woreda 10, Arba Minch",Kiya,Yes,Yes,Employed,Yes
Eshetu Solomon,61,Male,"Kebele 14, Woreda 3, Debre Markos",Michu,Yes,No,Farmer,Yes
Hana Andargachew,24,Female,"Kebele 22, Woreda 4, Jijiga",Michu,No,Yes,Student,Yes
Redae Getahun,23,Male,"Kebele 12, Woreda 1, Jimma",Conventional Loan,Yes,No,Health Worker,No
Rediet Hailemariam,67,Female,"Kebele 16, Woreda 6, Gambela",Michu,Yes,No,Merchant,Yes
Tesfaye Yonas,56,Male,"Kebele 13, Woreda 2, Nekemte",Conventional Loan,No,Yes,Teacher,Yes
Selam Kibrom,35,Female,"Kebele 7, Woreda 1, Asosa",Conventional Loan,Yes,No,Employed,Yes
Ruth Desalegn,49,Female,"Kebele 5, Woreda 9, Mekelle",Michu,No,Yes,Health Worker,Yes
Hirut Kidane,68,Female,"Kebele 21, Woreda 8, Dessie",Kiya,Yes,Yes,Teacher,No
Demeke Yonas,64,Male,"Kebele 17, Woreda 1, Asosa",Conventional Loan,Yes,Yes,Student,No
Habtemariam Berhanu,37,Male,"Kebele 5, Woreda 6, Shashemene",Conventional Loan,No,Yes,Employed,Yes
Kassahun Nebiyu,61,Male,"Kebele 12, Woreda 3, Bahir Dar",Michu,Yes,Yes,Merchant,No
Amare Tadese,32,Male,"Kebele 6, Woreda 7, Nekemte",Michu,No,No,Teacher,No
Negusu Yohannes,23,Male,"Kebele 29, Woreda 1, Jimma",Michu,Yes,No,Teacher,Yes
Zerihun Yonas,48,Male,"Kebele 18, Woreda 10, Nekemte",Conventional Loan,No,No,Student,No
Haile Tadesse,27,Male,"Kebele 8, Woreda 7, Shashemene",Michu,No,Yes,Merchant,No
Nigussie Eshetu,45,Male,"Kebele 3, Woreda 10, Jimma",Michu,No,Yes,Farmer,No
Eden Tesfaye,40,Female,"Kebele 26, Woreda 6, Mekelle",Michu,Yes,No,Farmer,No
Kidane Gebeyehu,65,Male,"Kebele 26, Woreda 10, Gondar",Conventional Loan,Yes,No,Teacher,Yes
Sifan Binyam,61,Female,"Kebele 22, Woreda 2, Dilla",Kiya,Yes,Yes,Teacher,Yes
Tinsae Getahun,33,Female,"Kebele 22, Woreda 2, Gambela",Michu,No,Yes,Farmer,No
Tesfaye Nega,51,Male,"Kebele 18, Woreda 5, Sodo",Conventional Loan,Yes,No,Teacher,No
Sifan Teshome,49,Female,"Kebele 18, Woreda 4, Asosa",Kiya,No,No,Employed,No
Hailemariam Mekonnen,44,Male,"Kebele 16, Woreda 6, Hawassa",Conventional Loan,No,Yes,Teacher,No
Mahlet Zewdu,21,Female,"Kebele 4, Woreda 1, Gambela",Michu,No,Yes,Farmer,Yes
Tesfaye Yohannes,59,Male,"Kebele 23, Woreda 9, Adama",Michu,Yes,Yes,Teacher,No
Zewdu Ermias,30,Male,"Kebele 5, Woreda 6, Nekemte",Michu,No,Yes,Merchant,Yes
Yared Muluken,62,Male,"Kebele 4, Woreda 5, Shashemene",Michu,No,No,Employed,Yes
Hawi Gebeyehu,65,Female,"Kebele 12, Woreda 2, Shashemene",Conventional Loan,No,Yes,Farmer,No
Kibrom Hailemariam,38,Male,"Kebele 26, Woreda 5, Dilla",Michu,Yes,Yes,Teacher,Yes
Tsegaye Andargachew,50,Male,"Kebele 13, Woreda 1, Bahir Dar",Michu,No,Yes,Employed,Yes
Gebeyehu Getachew,22,Male,"Kebele 24, Woreda 4, Shashemene",Conventional Loan,Yes,No,Employed,No
Yonas Binyam,66,Male,"Kebele 5, Woreda 9, Harar",Michu,No,Yes,Merchant,Yes
Daniel Wondimu,20,Male,"Kebele 23, Woreda 1, Asosa",Michu,Yes,No,Employed,No
Tigist Desta,26,Female,"Kebele 7, Woreda 1, Dessie",Michu,No,Yes,Health Worker,Yes
Mekdes Girma,33,Female,"Kebele 26, Woreda 6, Nekemte",Conventional Loan,Yes,No,Merchant,No
Zerihun Gizachew,31,Male,"Kebele 3, Woreda 7, Gambela",Conventional Loan,No,No,Employed,Yes
Fekadu Henok,31,Male,"Kebele 30, Woreda 9, Gondar",Conventional Loan,Yes,No,Student,No
Getahun Eshetu,65,Male,"Kebele 19, Woreda 9, Debre Markos",Michu,No,No,Teacher,No
Rahel Redae,27,Female,"Kebele 3, Woreda 5, Shashemene",Michu,Yes,No,Merchant,No
Birhanu Habtamu,42,Male,"Kebele 19, Woreda 6, Gambela",Michu,No,No,Farmer,No
Yohannes Wondimu,55,Male,"Kebele 3, Woreda 10, Dilla",Michu,Yes,No,Merchant,Yes
Yeshi Bekele,33,Female,"Kebele 16, Woreda 9, Asosa",Michu,No,No,Teacher,Yes
Hirut Girma,48,Female,"Kebele 14, Woreda 6, Gambela",Conventional Loan,No,Yes,Farmer,No
Gizachew Zewdu,68,Male,"Kebele 7, Woreda 2, Shashemene",Michu,Yes,Yes,Teacher,Yes
Demeke Zewdu,20,Male,"Kebele 3, Woreda 6, Hawassa",Michu,Yes,Yes,Employed,Yes
Yonas Solomon,26,Male,"Kebele 16, Woreda 1, Dilla",Conventional Loan,Yes,No,Health Worker,No
Ruth Eyob,22,Female,"Kebele 3, Woreda 8, Hosaena",Conventional Loan,No,No,Teacher,No
Aster Kassaye,52,Female,"Kebele 7, Woreda 7, Bahir Dar",Michu,No,No,Student,Yes
Adanech Melaku,34,Female,"Kebele 29, Woreda 3, Jijiga",Conventional Loan,No,Yes,Health Worker,No
Yeshi Haile,59,Female,"Kebele 27, Woreda 7, Arba Minch",Michu,No,Yes,Merchant,No
Girma Andargachew,64,Male,"Kebele 22, Woreda 8, Jimma",Conventional Loan,No,Yes,Health Worker,No
Banchi Henok,25,Female,"Kebele 15, Woreda 10, Nekemte",Conventional Loan,No,Yes,Merchant,No
Tamirat Merid,41,Male,"Kebele 3, Woreda 8, Dessie",Michu,No,No,Employed,Yes
Adel Chalachew,45,Female,"Kebele 27, Woreda 5, Harar",Conventional Loan,No,Yes,Student,Yes
Kidane Mekuria,23,Male,"Kebele 8, Woreda 7, Dessie",Michu,No,No,Farmer,Yes
Kebede Nigussie,29,Male,"Kebele 9, Woreda 10, Jijiga",Michu,No,No,Student,No
Mengistu Amare,50,Male,"Kebele 5, Woreda 10, Sodo",Conventional Loan,Yes,No,Health Worker,No
Dagmawit Dagnachew,68,Female,"Kebele 14, Woreda 7, Shashemene",Conventional Loan,Yes,No,Health Worker,No
Ayisha Geremew,18,Female,"Kebele 12, Woreda 9, Hosaena",Michu,No,Yes,Merchant,No
Tigist Hailemariam,44,Female,"Kebele 10, Woreda 1, Hawassa",Kiya,No,No,Farmer,No
Dagnachew Nega,44,Male,"Kebele 17, Woreda 7, Dessie",Michu,Yes,Yes,Health Worker,No
Berhanu Yemane,57,Male,"Kebele 9, Woreda 1, Bahir Dar",Michu,No,Yes,Farmer,No
Binyam Worku,20,Male,"Kebele 19, Woreda 9, Jimma",Michu,No,Yes,Merchant,No
Kassahun Tamrat,45,Male,"Kebele 5, Woreda 5, Bahir Dar",Conventional Loan,Yes,No,Teacher,Yes
Meaza Dawit,70,Female,"Kebele 26, Woreda 6, Dessie",Michu,Yes,Yes,Health Worker,No
Hailemariam Habtemariam,33,Male,"Kebele 20, Woreda 7, Adama",Michu,No,No,Health Worker,Yes
Tamrat Zewdu,55,Male,"Kebele 28, Woreda 7, Sodo",Michu,No,Yes,Employed,No
Eshetu Mekuria,26,Male,"Kebele 10, Woreda 2, Shashemene",Conventional Loan,Yes,No,Student,Yes
Rediet Yohannes,18,Female,"Kebele 26, Woreda 7, Jimma",Kiya,No,Yes,Health Worker,No
Teshome Andargachew,20,Male,"Kebele 10, Woreda 5, Jimma",Conventional Loan,No,No,Merchant,Yes
Zinash Samuel,22,Female,"Kebele 24, Woreda 9, Hosaena",Michu,Yes,Yes,Teacher,No
Lomi Tadesse,31,Female,"Kebele 22, Woreda 2, Gambela",Michu,No,No,Health Worker,Yes
Emebet Redae,39,Female,"Kebele 22, Woreda 4, Nekemte",Kiya,No,No,Merchant,Yes
Misrak Samuel,60,Female,"Kebele 3, Woreda 8, Jijiga",Conventional Loan,No,No,Employed,Yes
Gennet Mengistu,63,Female,"Kebele 8, Woreda 6, Shashemene",Michu,No,No,Employed,No
Endale Legesse,33,Male,"Kebele 25, Woreda 3, Dire Dawa",Michu,No,Yes,Teacher,Yes
Adel Amare,20,Female,"Kebele 6, Woreda 8, Jimma",Conventional Loan,No,Yes,Teacher,Yes
Eyob Desalegn,39,Male,"Kebele 1, Woreda 1, Mekelle",Conventional Loan,Yes,No,Employed,Yes
Fikirte Tariku,28,Female,"Kebele 11, Woreda 8, Jimma",Conventional Loan,Yes,No,Farmer,No
Selamawit Sisay,59,Female,"Kebele 16, Woreda 4, Shashemene",Conventional Loan,No,Yes,Employed,Yes
Yohannes Gebeyehu,22,Male,"Kebele 21, Woreda 2, Gambela",Conventional Loan,No,Yes,Merchant,Yes
Legesse Shiferaw,33,Male,"Kebele 30, Woreda 3, Asosa",Michu,No,No,Farmer,Yes
Hawi Habtemariam,40,Female,"Kebele 5, Woreda 3, Debre Markos",Conventional Loan,No,No,Merchant,Yes
Worku Zeleke,57,Male,"Kebele 7, Woreda 10, Jimma",Michu,No,No,Health Worker,No
Abebe Worku,51,Male,"Kebele 12, Woreda 5, Jimma",Conventional Loan,Yes,Yes,Health Worker,Yes
Wubit Gebru,68,Female,"Kebele 19, Woreda 4, Arba Minch",Michu,Yes,Yes,Health Worker,Yes
Fekadu Yonas,65,Male,"Kebele 27, Woreda 4, Debre Berhan",Conventional Loan,No,Yes,Health Worker,No
Worku Andargachew,43,Male,"Kebele 21, Woreda 2, Hosaena",Conventional Loan,Yes,No,Student,Yes
Tena Wube,67,Female,"Kebele 29, Woreda 8, Asosa",Conventional Loan,Yes,No,Merchant,Yes
Lulit Tamrat,62,Female,"Kebele 21, Woreda 6, Harar",Kiya,Yes,No,Student,Yes
Bethelhem Chalachew,69,Female,"Kebele 23, Woreda 10, Sodo",Conventional Loan,No,Yes,Student,Yes
Yonas Mengistu,24,Male,"Kebele 4, Woreda 10, Dire Dawa",Conventional Loan,No,No,Farmer,Yes
Hussen Mitiku,65,Male,"Kebele 16, Woreda 8, Dessie",Michu,No,No,Teacher,Yes
Alem Getachew,36,Female,"Kebele 17, Woreda 3, Hawassa",Kiya,Yes,Yes,Farmer,Yes
Marta Tesfaye,22,Female,"Kebele 21, Woreda 5, Debre Berhan",Conventional Loan,No,No,Farmer,No
Tesfu Henok,68,Male,"Kebele 20, Woreda 1, Bahir Dar",Conventional Loan,Yes,No,Student,Yes
Desalegn Mitiku,32,Male,"Kebele 16, Woreda 5, Harar",Michu,No,No,Employed,Yes
Biruk Demelash,47,Male,"Kebele 2, Woreda 4, Debre Markos",Michu,No,Yes,Health Worker,No
Tinsae Endale,54,Female,"Kebele 20, Woreda 6, Nekemte",Conventional Loan,Yes,Yes,Teacher,Yes
Samuel Mulugeta,59,Male,"Kebele 6, Woreda 9, Dire Dawa",Conventional Loan,No,No,Student,No
Lomi Tsegaye,53,Female,"Kebele 14, Woreda 5, Adama",Conventional Loan,Yes,No,Farmer,No
Girma Kidane,19,Male,"Kebele 19, Woreda 4, Jijiga",Conventional Loan,Yes,Yes,Farmer,Yes
Selamawit Haile,56,Female,"Kebele 29, Woreda 3, Jimma",Conventional Loan,Yes,No,Teacher,Yes
Kassahun Kidist,68,Male,"Kebele 7, Woreda 9, Jimma",Conventional Loan,Yes,Yes,Teacher,Yes
Sossina Wolde,47,Female,"Kebele 12, Woreda 4, Gambela",Michu,Yes,Yes,Health Worker,Yes
Yonas Gebru,55,Male,"Kebele 16, Woreda 1, Mekelle",Michu,Yes,No,Student,No
Mekuria Abebe,43,Male,"Kebele 3, Woreda 9, Asosa",Conventional Loan,Yes,No,Farmer,Yes
Dawit Kidane,70,Male,"Kebele 3, Woreda 7, Debre Markos",Michu,Yes,Yes,Merchant,No
Zegeye Selamawit,40,Male,"Kebele 10, Woreda 2, Gondar",Conventional Loan,Yes,No,Health Worker,Yes
Rahel Abebe,63,Female,"Kebele 21, Woreda 4, Dilla",Michu,No,No,Health Worker,Yes
Misgana Abiyot,30,Male,"Kebele 11, Woreda 7, Arba Minch",Conventional Loan,Yes,Yes,Health Worker,Yes
Zegeye Tesfu,18,Male,"Kebele 16, Woreda 8, Hosaena",Conventional Loan,Yes,No,Health Worker,Yes
Teshome Getahun,67,Male,"Kebele 10, Woreda 1, Dessie",Conventional Loan,Yes,Yes,Employed,No
Redae Demelash,59,Male,"Kebele 12, Woreda 1, Gambela",Michu,No,Yes,Teacher,Yes
Lomi Daniel,43,Female,"Kebele 12, Woreda 5, Jijiga",Conventional Loan,No,Yes,Farmer,No
Eshetu Misgana,20,Male,"Kebele 14, Woreda 6, Sodo",Conventional Loan,Yes,Yes,Farmer,No
Hewan Demeke,53,Female,"Kebele 18, Woreda 9, Debre Berhan",Conventional Loan,No,No,Merchant,Yes
Dawit Tariku,63,Male,"Kebele 2, Woreda 2, Nekemte",Michu,No,No,Farmer,No
Yeshi Yared,25,Female,"Kebele 7, Woreda 6, Debre Berhan",Conventional Loan,Yes,Yes,Health Worker,Yes
Andargachew Hussen,19,Male,"Kebele 28, Woreda 8, Dilla",Michu,No,No,Employed,Yes
Muluken Muluken,69,Male,"Kebele 27, Woreda 1, Dessie",Conventional Loan,Yes,Yes,Farmer,Yes
Kassaye Dawit,26,Male,"Kebele 14, Woreda 10, Harar",Michu,Yes,No,Farmer,No
Gelila Gebru,36,Female,"Kebele 28, Woreda 6, Dilla",Conventional Loan,Yes,No,Employed,Yes
Chalachew Zerihun,49,Male,"Kebele 12, Woreda 6, Mekelle",Conventional Loan,Yes,No,Farmer,Yes
Selamawit Mekuria,56,Male,"Kebele 18, Woreda 1, Nekemte",Conventional Loan,No,Yes,Health Worker,No
Yemane Mengistu,56,Male,"Kebele 24, Woreda 7, Hosaena",Conventional Loan,Yes,No,Farmer,Yes
Selam Sintayehu,43,Female,"Kebele 3, Woreda 9, Debre Markos",Conventional Loan,No,No,Merchant,Yes
Rahel Endale,28,Female,"Kebele 28, Woreda 9, Bahir Dar",Michu,No,No,Farmer,Yes
Hailemariam Kidane,23,Male,"Kebele 29, Woreda 1, Gambela",Conventional Loan,No,Yes,Student,Yes
Ayisha Negusu,68,Female,"Kebele 29, Woreda 1, Hosaena",Conventional Loan,No,No,Health Worker,Yes
Dawit Kidist,44,Male,"Kebele 10, Woreda 8, Nekemte",Michu,No,No,Teacher,No
Tigist Kibrom,47,Female,"Kebele 3, Woreda 8, Gambela",Kiya,Yes,Yes,Student,No
Daniel Dagnachew,67,Male,"Kebele 17, Woreda 2, Hosaena",Michu,No,No,Employed,Yes
Haile Leul,22,Male,"Kebele 28, Woreda 5, Hosaena",Michu,No,Yes,Merchant,Yes
Yeshi Moges,45,Female,"Kebele 8, Woreda 5, Dessie",Conventional Loan,Yes,No,Teacher,Yes
Samuel Melaku,45,Male,"Kebele 2, Woreda 8, Jijiga",Michu,No,No,Merchant,No
Worku Habtamu,23,Male,"Kebele 4, Woreda 10, Dessie",Michu,Yes,Yes,Student,Yes
Magi Teshome,69,Female,"Kebele 29, Woreda 7, Dessie",Conventional Loan,Yes,No,Student,No
Rahel Yemane,37,Female,"Kebele 11, Woreda 5, Shashemene",Conventional Loan,Yes,No,Merchant,No
Mitiku Shiferaw,67,Male,"Kebele 12, Woreda 8, Harar",Michu,No,Yes,Farmer,Yes
Nardos Habtemariam,31,Female,"Kebele 15, Woreda 8, Adama",Kiya,Yes,Yes,Student,No
Henok Tadesse,47,Male,"Kebele 6, Woreda 8, Dilla",Conventional Loan,Yes,Yes,Employed,No
Gete Henok,55,Female,"Kebele 6, Woreda 10, Debre Berhan",Conventional Loan,Yes,No,Employed,No
Nigussie Tariku,53,Male,"Kebele 19, Woreda 1, Arba Minch",Michu,Yes,Yes,Merchant,Yes
Kidane Geremew,65,Male,"Kebele 25, Woreda 1, Adama",Michu,No,No,Teacher,Yes
Selamawit Leul,60,Female,"Kebele 15, Woreda 9, Hosaena",Kiya,No,Yes,Farmer,Yes
Mulu Kidane,48,Female,"Kebele 1, Woreda 6, Debre Berhan",Kiya,Yes,No,Student,Yes
Zegeye Daniel,44,Male,"Kebele 26, Woreda 4, Dessie",Michu,No,Yes,Teacher,Yes
Fikirte Andargachew,60,Female,"Kebele 12, Woreda 1, Sodo",Kiya,No,Yes,Merchant,Yes
Yonas Legesse,54,Male,"Kebele 28, Woreda 7, Asosa",Conventional Loan,No,No,Employed,No
Wondimu Tesfu,41,Male,"Kebele 30, Woreda 8, Arba Minch",Conventional Loan,Yes,No,Health Worker,No
Tsion Andargachew,61,Female,"Kebele 14, Woreda 4, Sodo",Michu,No,Yes,Health Worker,Yes
Yonas Wolde,56,Male,"Kebele 26, Woreda 1, Gondar",Michu,Yes,No,Merchant,No
Redae Abiyot,55,Male,"Kebele 20, Woreda 6, Jimma",Conventional Loan,Yes,Yes,Farmer,No
Dawit Samuel,30,Male,"Kebele 25, Woreda 7, Arba Minch",Michu,No,Yes,Student,No
Tesfaye Mulugeta,33,Male,"Kebele 20, Woreda 9, Arba Minch",Conventional Loan,Yes,Yes,Student,Yes
Tigist Legesse,64,Female,"Kebele 7, Woreda 3, Dire Dawa",Michu,No,No,Farmer,Yes
Aster Gebeyehu,45,Female,"Kebele 21, Woreda 5, Dessie",Conventional Loan,Yes,Yes,Farmer,No
Kidist Samuel,32,Female,"Kebele 5, Woreda 10, Dessie",Conventional Loan,No,No,Farmer,No
Kibrom Yilma,59,Male,"Kebele 28, Woreda 6, Gambela",Conventional Loan,Yes,Yes,Teacher,Yes
Sewit Kebede,62,Female,"Kebele 25, Woreda 7, Mekelle",Kiya,Yes,Yes,Merchant,No
Misgana Kassahun,53,Male,"Kebele 11, Woreda 1, Asosa",Michu,No,Yes,Farmer,No
Getnet Biruk,50,Male,"Kebele 27, Woreda 9, Debre Markos",Michu,Yes,No,Health Worker,Yes
Tilahun Yared,67,Male,"Kebele 4, Woreda 9, Debre Markos",Conventional Loan,Yes,No,Student,No
Senait Samuel,65,Female,"Kebele 9, Woreda 9, Harar",Kiya,Yes,No,Health Worker,Yes
Gelila Yohannes,19,Female,"Kebele 6, Woreda 8, Jijiga",Michu,Yes,Yes,Merchant,Yes
Eden Yohannes,51,Female,"Kebele 25, Woreda 2, Debre Berhan",Kiya,No,Yes,Health Worker,Yes
