Name,Withdrawal Amount (ETB),Withdrawal Successful
Hussen Tilahun,662.39,Yes
Merid Hailemariam,6149.72,Yes
Assefu Geremew,2714.4,Yes
Mihret Bekele,5224.03,No
Melaku Shiferaw,5310.22,Yes
Mamo Desta,1977.29,No
Tadesse Mesfin,6449.05,No
Rediet Getnet,6007.66,Yes
Mesfin Misgana,9864.75,No
Worku Bereket,7795.82,No
Legesse Nega,5982.47,Yes
Abebe Abraham,3159.27,No
Wengel Eyob,7662.16,Yes
Fozia Leul,3198.61,Yes
Binyam Merid,666.48,Yes
Sifan Getachew,5185.66,Yes
Gennet Eshetu,873.02,Yes
Yilma Berhanu,5574.37,Yes
Habtemariam Tariku,4530.15,Yes
Getnet Abiyot,5054.42,Yes
Mesfin Adamu,4142.56,Yes
Zegeye Gebru,1191.54,Yes
Mitiku Abebe,5003.1,Yes
Gete Zewdu,225.24,Yes
Rahel Yonas,5586.95,Yes
Muluken Yonas,7635.42,Yes
Yeshi Zewdu,5622.24,Yes
Magi Negusu,2972.59,No
Legesse Merid,5974.52,Yes
Eden Kassahun,943.28,No
Bethelhem Tsegaye,3029.57,Yes
Hussen Gebru,3799.96,Yes
Abebe Tamrat,449.49,Yes
Rediet Mamo,9524.4,Yes
Dinknesh Habtemariam,3258.49,Yes
Feven Abraham,7242.82,Yes
Mihret Habtemariam,8071.71,No
Lulit Gizachew,6148.8,Yes
Hewan Mekonnen,8421.18,Yes
Selam Yohannes,7360.2,Yes
Luwam Yilma,9064.66,Yes
Alemnesh Zerihun,6000.33,Yes
Lensa Moges,222.05,Yes
Endale Kassaye,6720.29,Yes
Wondimu Abraham,6084.59,No
Marta Tesfaye,873.19,Yes
Demeke Dawit,853.28,Yes
Magi Haile,2647.2,Yes
Hailemariam Binyam,6012.91,No
Gete Gebru,8683.76,Yes
Lomi Chalachew,6169.54,Yes
Wubit Habtamu,6163.31,Yes
Lulit Kassaye,1712.62,Yes
Zebene Tadese,9943.38,Yes
Milki Worku,4805.14,Yes
Binyam Tadesse,1792.25,Yes
Tigist Desta,421.93,Yes
Alem Geremew,8009.51,Yes
Dawit Yonas,7775.09,Yes
Zemzem Daniel,470.21,No
Hailemariam Binyam,6145.82,Yes
Fozia Abraham,6461.23,Yes
Aster Nega,6376.53,Yes
Eshetu Teshome,9856.07,Yes
Geremew Biruk,7632.28,Yes
Aster Nega,3230.51,Yes
Wengel Kibrom,6857.35,Yes
Naomi Solomon,4415.17,Yes
Eyob Gizachew,1311.17,Yes
Tamirat Tesfaye,4954.46,Yes
Mekdes Tadesse,9451.49,Yes
Hiwot Tadese,1231.71,No
Alemnesh Nigussie,8005.85,Yes
Lensa Eyob,5215.47,Yes
Mekuria Berhanu,3789.48,Yes
Misgana Yohannes,1931.89,Yes
Eden Chalachew,3408.93,Yes
Habtemariam Tesfaye,8717.68,Yes
Gebeyehu Zeleke,2620.23,Yes
Tadesse Birhanu,8104.12,Yes
Wondimu Teshome,5913.13,Yes
Hewan Hussen,8366.92,Yes
Fekadu Zegeye,4792.2,Yes
Mitiku Getachew,9353.76,Yes
Amare Zerihun,1784.61,Yes
Misrak Yemane,6700.9,Yes
Mulugeta Yemane,3031.19,Yes
Tena Getachew,3789.59,No
Amel Yared,7782.32,Yes
Abraham Legesse,3744.17,Yes
Mahlet Getnet,1403.52,Yes
Worku Fekadu,4680.35,No
Zemzem Habtemariam,5783.1,No
Hayat Getahun,6245.72,No
Samuel Ermias,3497.0,No
Dagmawit Yared,9499.77,Yes
Fozia Kassaye,8579.38,Yes
Meseret Wondimu,1676.08,Yes
Bereket Mitiku,7068.01,Yes
Chalachew Mamo,3695.12,Yes
Geremew Mamo,4176.37,No
Berhanu Hussen,9216.27,No
Nigussie Yesuf,2650.52,No
Hiwot Wondimu,5690.48,Yes
Kassahun Tsegaye,2417.33,Yes
Mamo Tamrat,5702.49,Yes
Mitiku Yared,989.53,Yes
Tamrat Yohannes,1592.94,Yes
Nardos Zewdu,6996.68,Yes
Rahel Mitiku,3230.06,Yes
Meron Leul,9090.53,Yes
Gelila Hussen,1026.32,No
Gebru Sisay,9062.32,Yes
Zufan Daniel,4687.21,Yes
Ruth Yohannes,4352.28,Yes
Girma Solomon,8155.35,Yes
Alemnesh Demeke,1453.64,Yes
Abigail Kidist,1982.04,Yes
Mahlet Mesfin,6555.41,Yes
Dawit Muluken,1013.79,Yes
Tsegaye Daniel,7313.32,Yes
Hirut Haile,7989.69,Yes
Hiwot Habtemariam,2963.65,No
Melaku Dagnachew,4704.92,Yes
Abebech Shiferaw,6923.92,Yes
Mulugeta Endale,7554.05,Yes
Mesfin Wondimu,6152.02,Yes
Tesfu Wondimu,3626.11,Yes
Biruk Hussen,6284.97,Yes
Assefu Sisay,2171.84,Yes
Kassahun Nigussie,8202.67,Yes
Mekdes Girma,1373.95,Yes
Yilma Fekadu,6540.2,Yes
Fozia Zeleke,6473.4,Yes
Samuel Dagnachew,2375.06,Yes
Dinknesh Mulugeta,4180.36,No
Amel Wondimu,8560.38,Yes
Demelash Tariku,9392.48,Yes
Abigail Sintayehu,2646.1,No
Helina Zewdu,7790.14,Yes
Abraham Teshome,1108.33,Yes
Binyam Yonas,6368.75,Yes
Mihret Desalegn,4663.64,Yes
Bisrat Zewdu,8833.54,Yes
Hawi Bereket,8667.62,No
Melaku Eyob,3863.13,Yes
Abiyot Zegeye,6406.14,Yes
Alem Nigussie,163.63,Yes
Adel Dagnachew,9655.05,Yes
Senait Selamawit,6946.29,Yes
Habtamu Asnake,3410.59,Yes
Sewit Wondimu,3663.91,Yes
Sifan Tesfaye,8122.15,Yes
Hana Mitiku,1247.78,Yes
Ayisha Tamrat,1236.98,Yes
Ruth Zerihun,6977.04,No
Wube Dawit,2145.43,Yes
Meron Tadese,8111.13,Yes
Hana Binyam,3513.17,Yes
Mesfin Gebeyehu,3094.57,Yes
Selamawit Girma,7275.54,No
Alemnesh Gebeyehu,866.82,Yes
Zemzem Tsegaye,9354.29,Yes
Yonas Nebiyu,9208.82,No
Teshome Sintayehu,4007.67,Yes
Yared Samuel,5894.92,Yes
Kassahun Eyob,5457.77,Yes
Yonas Kassahun,2196.86,Yes
Nega Sisay,8460.96,Yes
Kibrom Fekadu,6739.73,Yes
Hailemariam Negusu,6960.07,Yes
Selam Biruk,1242.73,Yes
Helina Worku,6030.27,Yes
Gebru Kebede,7053.81,No
Hailemariam Zeleke,4949.37,Yes
Legesse Yohannes,3016.45,Yes
Haile Tadesse,3220.88,Yes
Redae Tsegaye,9495.84,Yes
Tamrat Haile,8868.02,Yes
Rediet Shiferaw,653.22,No
Alem Yohannes,8143.15,Yes
Mulu Andargachew,4012.05,Yes
Hailu Melaku,6376.62,Yes
Biruk Selamawit,7243.58,Yes
Selam Mengistu,9022.81,Yes
Getahun Mitiku,9241.1,Yes
Hana Zeleke,8468.59,Yes
Asnake Habtemariam,6556.7,No
Misgana Samuel,2845.9,Yes
Birtukan Sintayehu,7796.65,Yes
Kidist Amare,2599.73,No
Zewditu Selamawit,2927.34,No
Rediet Yesuf,415.04,Yes
Berhanu Zerihun,7698.34,Yes
Hailu Birhanu,6714.27,Yes
Mesfin Getnet,2726.68,No
Zinash Leul,4863.25,Yes
Atikilt Binyam,4629.0,No
Wengel Girma,8884.74,Yes
Kibrom Merid,3948.68,Yes
Zufan Getachew,9473.75,Yes
Zemzem Kassaye,5101.32,Yes
Getahun Yemane,249.55,Yes
Misgana Negusu,5668.55,Yes
Moges Tadese,9099.97,No
Melaku Abiyot,4213.76,Yes
Rediet Zerihun,9358.5,Yes
Yeshi Sisay,1478.91,Yes
Rediet Mekuria,1779.71,Yes
Aster Kassaye,2283.92,Yes
Mihret Getnet,5376.63,Yes
Meaza Bereket,3445.73,Yes
Tamrat Daniel,1722.45,Yes
Kidist Redae,1954.8,Yes
Senait Hailemariam,1901.6,Yes
Dawit Geremew,2746.38,Yes
Desalegn Teshome,4981.43,Yes
Yonas Mitiku,479.04,No
Genet Solomon,5068.61,Yes
Nardos Nega,5945.66,No
Mekuria Misgana,6892.15,Yes
Lensa Solomon,1213.71,Yes
Tebarek Desalegn,3926.95,Yes
Geremew Getnet,7711.08,Yes
Magi Ermias,7132.04,No
Eyerusalem Teshome,7027.87,No
Samuel Gebru,373.47,Yes
Asnake Legesse,1668.1,No
Worku Gebru,6820.64,Yes
Adanech Worku,4606.75,Yes
Misrak Bekele,4485.56,No
Leul Endale,9276.16,Yes
Lensa Gizachew,7303.31,Yes
Hiwot Merid,8608.45,Yes
Mekonnen Kibrom,7202.16,Yes
Alemnesh Samuel,5169.02,Yes
Getnet Bereket,1542.16,Yes
Lensa Eyob,4964.04,Yes
Abiyot Misgana,7763.98,Yes
Amel Redae,7200.77,Yes
Yewbdar Solomon,7995.74,Yes
Zewditu Zeleke,3666.63,Yes
Gelila Kibrom,5822.82,Yes
Eyerusalem Mesfin,7488.83,No
Shiferaw Eshetu,1206.77,Yes
Sewit Kidist,3840.2,Yes
Tsion Kidane,9985.81,No
Yodit Tariku,4373.14,No
Helina Tamirat,6100.35,Yes
Henok Berhanu,2955.63,Yes
Tigist Amare,2045.08,Yes
Alem Nigussie,6431.04,Yes
Tariku Solomon,986.21,Yes
Chalachew Redae,6790.65,Yes
Haimanot Yesuf,8330.03,Yes
Chalachew Dawit,4097.21,Yes
Nigussie Girma,7055.16,Yes
Adamu Tadesse,1842.47,No
Magi Geremew,8437.18,Yes
Lomi Eyob,7557.69,Yes
Tinsae Getahun,8917.35,No
Helina Abiyot,1628.44,No
Selamawit Getachew,1063.9,No
Feven Tadesse,9130.49,Yes
Yewbdar Yared,6968.52,Yes
Yewbdar Daniel,356.8,Yes
Dagmawit Tamrat,2620.93,Yes
Abraham Habtemariam,3691.74,Yes
Rediet Mamo,4094.84,Yes
Mamo Getachew,6088.64,Yes
Hailemariam Muluken,886.23,Yes
Fikirte Kebede,2687.16,Yes
Tilahun Legesse,8717.99,Yes
Adanech Demelash,3431.7,Yes
Lulit Bereket,1418.74,Yes
Ruth Andargachew,2713.97,Yes
Dagnachew Getahun,9493.76,Yes
Lulit Mesfin,4409.4,Yes
Tilahun Shiferaw,4647.86,Yes
Zebene Wondimu,5510.41,Yes
Misgana Nigussie,8219.52,No
Gete Moges,6026.58,Yes
Getnet Yilma,5353.55,Yes
Atikilt Shiferaw,4626.34,Yes
Nardos Dawit,9354.45,Yes
Fozia Tesfu,2571.94,No
Sossina Zegeye,4523.03,Yes
Naomi Nega,8877.03,Yes
Amel Merid,1595.31,No
Ayisha Daniel,7524.74,Yes
Gizachew Bekele,8920.67,No
Hussen Tilahun,2730.34,Yes
Zewditu Sintayehu,8485.06,Yes
Hana Mamo,2648.8,Yes
Mamo Getachew,558.36,Yes
Zeleke Mulugeta,9824.8,No
Tigist Girma,4636.58,Yes
Senait Misgana,6918.2,Yes
Lomi Yohannes,1638.7,Yes
Ayisha Zerihun,8672.4,No
Sisay Haile,875.18,Yes
Endale Tsegaye,3621.86,Yes
Yonas Mitiku,3372.73,Yes
Mulugeta Hailemariam,2180.22,Yes
Mekuria Yared,5459.72,Yes
Tesfu Negusu,6320.93,Yes
Legesse Mekonnen,753.19,Yes
Henok Sisay,7135.63,Yes
Bekele Yemane,9336.06,No
Tariku Tadese,9003.97,No
Girma Moges,3872.55,Yes
Assefu Yonas,4323.99,Yes
Berhanu Sisay,6115.91,Yes
Hewan Yemane,8221.19,Yes
Yonas Mitiku,672.89,Yes
Tigist Hailu,7212.99,Yes
Geremew Kassahun,6698.52,No
Yemane Dagnachew,1648.6,Yes
Daniel Nega,1783.49,No
Hawi Abebe,2435.28,Yes
Adel Shiferaw,8342.07,Yes
Yilma Getahun,1751.9,Yes
Biruk Bekele,546.41,Yes
Abebech Amare,4976.36,Yes
Wolde Demeke,2710.08,Yes
Luwam Girma,8321.28,No
Leul Endale,4051.52,No
Misgana Yohannes,1683.66,No
Adanech Tilahun,2451.24,Yes
Assefu Eshetu,979.82,Yes
Zewdu Zegeye,6294.55,Yes
Misrak Geremew,9283.57,Yes
Demeke Asnake,9550.01,No
Geremew Henok,3344.43,Yes
Meron Yonas,3702.76,Yes
Senait Melaku,8952.3,Yes
Mitiku Hailemariam,3310.68,Yes
Hiwot Sintayehu,1793.64,Yes
Tariku Kidane,3667.87,Yes
Leul Fekadu,8937.4,No
Zerihun Yared,2392.67,Yes
Sossina Samuel,7084.48,No
Andargachew Eshetu,4400.7,No
Selam Zeleke,1705.57,Yes
Mengistu Gebru,4728.3,Yes
Mesfin Hailemariam,3433.65,Yes
Luwam Yonas,4551.01,Yes
Gete Tadese,2918.42,Yes
Kidist Tadesse,2274.42,No
Eshetu Demeke,6680.3,Yes
Tigist Muluken,3376.43,No
Solomon Shiferaw,5017.92,Yes
Yeshi Sisay,3964.43,Yes
Yesuf Shiferaw,1111.28,No
Meseret Mekuria,8122.1,Yes
Mekuria Mekuria,5013.86,No
Alem Yohannes,3784.69,No
Adamu Getnet,4551.59,Yes
Shiferaw Mitiku,8553.08,Yes
Yared Chalachew,9298.53,Yes
Misgana Abebe,1243.95,Yes
Hirut Nebiyu,9015.45,Yes
Nardos Kassaye,249.55,No
Alem Getahun,5144.67,No
Getnet Legesse,2678.94,Yes
Tamirat Redae,2724.5,Yes
Zinash Yohannes,7673.6,Yes
Mesfin Muluken,3932.71,Yes
Hana Habtamu,1683.32,Yes
Demeke Abiyot,638.01,Yes
Yonas Yonas,2584.56,Yes
Rahel Dagnachew,2859.57,Yes
Zegeye Binyam,5589.72,Yes
Endale Asnake,5434.4,Yes
Abiyot Demelash,3502.68,Yes
Aster Adamu,4609.66,Yes
Samuel Daniel,661.06,Yes
Yesuf Getachew,4007.63,Yes
Sifan Tilahun,8684.01,Yes
Dagmawit Tamirat,8161.08,No
Hiwot Yonas,5346.35,Yes
Yohannes Abiyot,4235.17,No
Solomon Adamu,3020.33,Yes
Girma Gizachew,6620.27,Yes
Eshetu Bereket,5890.19,Yes
Zewditu Muluken,4937.24,Yes
Fikirte Biruk,5958.37,Yes
Aster Moges,8411.57,Yes
Nebiyu Abebe,7586.95,Yes
Naomi Fekadu,8289.36,Yes
Gizachew Melaku,9622.46,Yes
Wubit Zeleke,9676.71,Yes
Meron Haile,7442.47,Yes
Hana Mitiku,7024.85,No
Zewdu Abraham,7903.78,Yes
Yonas Abraham,3362.54,Yes
Amel Sintayehu,3558.6,Yes
Haimanot Kibrom,5076.76,Yes
Zemzem Adamu,5813.27,Yes
Kidist Geremew,8451.22,No
Hayat Habtamu,3900.4,Yes
Firehiwot Hailu,2757.87,Yes
Haile Yesuf,998.56,Yes
Ayenalem Samuel,9261.55,Yes
Tsion Dawit,9021.7,Yes
Zinash Sisay,6293.19,Yes
Lensa Nebiyu,8264.98,Yes
Haimanot Wondimu,4305.37,Yes
Mekdes Desalegn,5612.89,Yes
Nebiyu Sisay,4577.97,Yes
Wubit Getachew,7494.07,Yes
Solomon Mulugeta,501.83,Yes
Hiwot Abraham,2232.53,Yes
Wolde Desta,442.26,Yes
Sewit Melaku,6317.88,No
Alem Solomon,1120.51,Yes
Sewit Kidane,7310.29,No
Ayisha Daniel,7798.07,Yes
Mihret Kidist,5956.32,Yes
Gete Amare,3822.51,No
Tebarek Yared,5850.68,Yes
Kidane Henok,5883.35,Yes
Gelila Teshome,5880.66,Yes
Milki Demelash,2680.27,Yes
Mekdes Zegeye,9938.6,No
Endale Negusu,6765.79,Yes
Bethelhem Abebe,7092.2,Yes
Tinsae Hailu,6943.74,Yes
Abebe Desta,1578.72,Yes
Zegeye Samuel,7269.29,Yes
Tesfu Mamo,1763.86,Yes
Gebru Sintayehu,1403.27,Yes
Tsion Hussen,8067.64,Yes
Zerihun Dawit,8247.06,Yes
Mitiku Melaku,1428.88,Yes
Haimanot Moges,8815.23,Yes
Demelash Tariku,6303.23,Yes
Solomon Mitiku,3646.46,Yes
Yonas Abraham,103.97,Yes
Yemane Demeke,1329.15,Yes
Demeke Yonas,8182.22,No
Lomi Girma,2708.3,Yes
Abebech Dawit,6469.41,Yes
Magi Yesuf,8930.53,Yes
Desalegn Fekadu,3737.74,No
Tilahun Tariku,8843.29,Yes
Banchi Kidane,9632.78,Yes
Yesuf Abraham,6119.26,Yes
Ruth Yonas,4325.56,Yes
Abebe Mitiku,7800.15,Yes
Zewditu Zewdu,7125.28,Yes
Abebech Melaku,3295.38,No
Rahel Mengistu,9709.05,Yes
Rediet Adamu,9099.45,Yes
Rediet Tamirat,2285.74,Yes
Berhanu Getachew,7201.73,No
Misrak Kidist,6895.36,No
Mekdes Demelash,9680.14,No
Yohannes Worku,7346.85,Yes
Tamirat Nega,9339.57,No
Amare Bereket,7483.13,Yes
Amare Eshetu,1532.85,Yes
Zerihun Eyob,3901.33,Yes
Mihret Zegeye,6869.12,Yes
Abigail Mengistu,1523.74,Yes
Mekdes Zegeye,1390.45,Yes
Adel Amare,2522.05,Yes
Habtemariam Biruk,9016.12,Yes
Hewan Kidane,1080.74,Yes
Kassahun Redae,8849.69,Yes
Sewit Asnake,6617.01,Yes
Zemzem Adamu,6157.95,Yes
Getnet Bereket,5042.83,Yes
Tariku Kassahun,6873.8,No
Girma Tsegaye,1259.04,Yes
Lulit Fekadu,2159.14,Yes
Misrak Melaku,418.15,Yes
Mulugeta Getahun,2521.8,No
Amel Bereket,6776.74,No
Feven Yemane,5491.39,No
Yeshi Kibrom,2090.9,Yes
Sisay Moges,4338.66,Yes
Zufan Hailemariam,7483.38,Yes
Yared Amare,3658.91,Yes
Meseret Yohannes,8598.81,Yes
Mulugeta Legesse,9784.65,Yes
Tsion Mitiku,5342.12,No
Lomi Henok,4836.98,No
Bisrat Birhanu,9392.69,Yes
Bisrat Gebeyehu,3463.54,Yes
Samuel Hailu,1416.02,No
Zinash Wube,124.69,No
Mengistu Eshetu,584.98,Yes
Bereket Kidist,8924.54,Yes
Banchi Wolde,6876.98,No
Marta Tamirat,2656.41,No
Ayantu Sintayehu,4324.08,Yes
Melaku Merid,2644.81,Yes
Zewdu Yohannes,8166.68,No
Bereket Negusu,5291.49,No
Tinsae Bekele,8051.44,Yes
Tamrat Wube,8245.78,Yes
Berhanu Yohannes,6570.82,Yes
Yesuf Getachew,3568.27,Yes
Teshome Yemane,8635.16,Yes
Senait Tamirat,9853.11,Yes
Moges Geremew,6297.63,No
Almaz Getnet,8824.35,Yes
Abebe Mitiku,6161.68,No
Mekdes Girma,443.54,Yes
Lensa Kibrom,758.12,Yes
Sisay Mengistu,5369.26,Yes
Binyam Yesuf,2391.99,No
Mihret Bereket,6352.25,No
Zemzem Shiferaw,6057.52,Yes
Yemane Endale,9629.59,Yes
Tsion Muluken,8069.49,Yes
Wubit Gebeyehu,3715.94,Yes
Marta Wondimu,8423.64,Yes
Samuel Yonas,9551.96,Yes
Demeke Kidane,7356.55,Yes
Abraham Mekonnen,5378.64,Yes
Tariku Getahun,8716.7,No
Eyerusalem Hailu,8399.26,Yes
Meaza Zegeye,8064.22,Yes
Mihret Tamirat,8395.49,Yes
Yordanos Zewdu,9017.9,No
Helina Hailemariam,7375.27,Yes
Marta Selamawit,9817.56,Yes
Hawi Berhanu,4358.96,Yes
Mulugeta Fekadu,2473.99,Yes
Ayenalem Asnake,8780.66,Yes
Lomi Mitiku,5437.16,No
Tamrat Demelash,8048.52,Yes
Samuel Mulugeta,7390.43,Yes
Bisrat Sintayehu,9298.88,Yes
Negusu Daniel,5803.78,Yes
Legesse Abiyot,1382.0,Yes
Tadese Desalegn,1465.44,Yes
Abiyot Yohannes,1820.65,Yes
Tinsae Kassahun,8629.96,No
Helina Redae,356.39,Yes
Birtukan Desta,7892.21,Yes
Sintayehu Tariku,440.97,Yes
Sara Yohannes,1819.93,Yes
Tena Tadese,1232.2,No
Bereket Yemane,3923.03,Yes
Habtamu Mamo,1840.1,Yes
Tariku Mesfin,2850.04,Yes
Hirut Mamo,2511.79,Yes
Zebiba Birhanu,4979.22,Yes
Adanech Daniel,6032.52,Yes
Mihret Desalegn,8846.38,Yes
Zufan Berhanu,8535.74,Yes
Yodit Gebru,4299.2,Yes
Mihret Yonas,163.63,Yes
Hana Biruk,101.52,Yes
Lensa Solomon,9674.72,Yes
Kibrom Tilahun,3252.92,Yes
Nardos Mulugeta,1243.67,Yes
Chalachew Dawit,3928.12,Yes
Habtemariam Moges,8730.65,Yes
Dagmawit Kassaye,2179.13,No
Fikirte Nebiyu,7875.83,Yes
Tadese Mitiku,8255.69,Yes
Mahlet Abiyot,3498.46,Yes
Nebiyu Misgana,6051.88,Yes
Tinsae Merid,7820.25,Yes
Tsion Zegeye,1976.55,No
Senait Moges,349.29,Yes
Adanech Mamo,4602.8,Yes
Yonas Biruk,8725.33,Yes
Sifan Zegeye,7697.15,Yes
Wubit Misgana,8493.49,Yes
Zewditu Kebede,270.95,No
Firehiwot Getachew,4833.76,Yes
Yewbdar Wondimu,8961.62,Yes
Hirut Eyob,6596.44,Yes
Abraham Haile,8777.58,Yes
Nega Berhanu,3213.84,No
Mahlet Tariku,7133.48,Yes
Bekele Ermias,6406.7,No
Nega Berhanu,8746.84,Yes
Yordanos Getachew,5533.51,Yes
Geremew Hussen,8357.45,Yes
Tigist Chalachew,9002.92,No
Samuel Tesfu,3958.63,Yes
Selamawit Abraham,8890.61,Yes
Zewditu Wolde,5004.42,No
Andargachew Mekonnen,2160.46,Yes
Berhanu Gebeyehu,5422.13,Yes
Kebede Wondimu,9335.11,Yes
Mekuria Wube,777.31,Yes
Magi Melaku,1126.18,Yes
Fozia Asnake,1741.77,No
Moges Geremew,218.51,Yes
Zewdu Abiyot,8319.81,Yes
Tesfu Negusu,9891.88,Yes
Henok Tariku,4727.9,No
Sossina Bereket,9691.37,Yes
Wondimu Zegeye,1851.04,Yes
Mengistu Abraham,7955.91,No
Yeshi Mulugeta,597.52,Yes
Gebru Selamawit,7004.12,Yes
Berhanu Hussen,2123.61,Yes
Tamrat Demelash,1504.08,Yes
Zewditu Mengistu,1322.12,Yes
Bekele Biruk,1927.84,No
Melaku Negusu,4155.22,Yes
Habtamu Yohannes,5465.97,Yes
Eden Binyam,9840.27,Yes
Adel Gebru,5327.36,No
Bethelhem Kebede,5880.65,Yes
Selam Bereket,663.24,No
Tsion Getnet,9090.35,Yes
Bisrat Tesfaye,8784.29,Yes
Kebede Getachew,6621.73,Yes
Feven Zegeye,7656.85,Yes
Nega Hailu,5683.83,No
Ruth Merid,4175.15,Yes
Tamrat Muluken,6851.57,Yes
Yewbdar Abraham,6879.56,Yes
Yonas Desalegn,1419.33,Yes
Yesuf Henok,4628.91,Yes
Wube Tariku,5205.82,No
Selamawit Desta,2790.99,Yes
Gebru Wube,5359.39,No
Getnet Samuel,829.59,Yes
Milki Geremew,3460.13,Yes
Yemane Tadesse,7393.63,Yes
Zeleke Tamrat,9872.58,Yes
Sifan Tesfaye,9961.15,Yes
Kibrom Nigussie,8430.62,No
Kassahun Habtemariam,1448.42,Yes
Hawi Girma,7673.44,Yes
Solomon Merid,7771.98,Yes
Nardos Moges,6644.88,Yes
Redae Mulugeta,7577.76,Yes
Yeshi Haile,2393.51,Yes
Desalegn Yonas,3266.66,No
Mihret Yonas,2737.83,Yes
Bekele Ermias,4382.27,Yes
Hana Selamawit,3858.45,Yes
Bethelhem Habtamu,943.28,Yes
Tamirat Tesfaye,8393.63,Yes
Kibrom Gebru,9408.11,Yes
Senait Mulugeta,7290.33,No
Yonas Wolde,5211.2,No
Mihret Zewdu,7950.53,Yes
Mekdes Desta,6261.58,Yes
Ermias Worku,5296.9,Yes
Marta Wolde,994.56,Yes
Selamawit Getachew,3072.28,Yes
Eshetu Kebede,3566.34,Yes
Firehiwot Melaku,2976.84,Yes
Bekele Sintayehu,1212.72,Yes
Selamawit Dawit,677.1,No
Tamirat Tsegaye,4410.42,Yes
Mengistu Melaku,646.29,Yes
Teshome Nega,857.69,Yes
Abraham Tamirat,4691.41,Yes
Mahlet Getnet,7415.57,Yes
Naomi Gebeyehu,3920.66,Yes
Melaku Demeke,4584.35,Yes
Yilma Asnake,1446.32,Yes
Redae Tsegaye,9169.62,Yes
Sisay Getahun,5855.78,Yes
Dawit Geremew,7991.01,Yes
Zeleke Melaku,9671.61,Yes
Worku Gebru,6244.77,Yes
Meaza Mekonnen,5197.64,Yes
Binyam Berhanu,1601.95,No
Meaza Negusu,5116.74,Yes
Teshome Asnake,6796.95,No
Lensa Mengistu,6681.13,Yes
Luwam Asnake,1902.65,Yes
Hewan Kidist,7238.8,Yes
Zufan Henok,3645.3,Yes
Yemane Hussen,9105.75,Yes
Meaza Samuel,6731.46,Yes
Magi Kebede,6614.45,Yes
Yemane Hussen,8282.98,Yes
Habtamu Sintayehu,1579.3,Yes
Gennet Shiferaw,8863.04,Yes
Demeke Selamawit,903.58,Yes
Tamrat Bekele,697.82,Yes
Mekdes Andargachew,2950.11,Yes
Rediet Teshome,3269.42,Yes
Samuel Mengistu,1180.34,Yes
Rahel Zegeye,7156.05,Yes
Eden Getnet,4485.3,Yes
Getahun Eshetu,7150.72,Yes
Desalegn Yonas,308.75,Yes
Zewditu Mekuria,3062.59,Yes
Selamawit Selamawit,6733.67,Yes
Amel Redae,6604.91,Yes
Mihret Yonas,7241.54,Yes
Shiferaw Andargachew,156.99,Yes
Zeleke Nebiyu,5746.64,No
Mengistu Kidane,5916.05,Yes
Adel Tariku,6401.45,Yes
Wolde Eyob,9254.17,No
Eshetu Demelash,593.68,No
Mihret Demeke,9916.7,Yes
Senait Habtamu,3906.41,Yes
Zewditu Legesse,4012.34,Yes
Alem Legesse,2948.62,Yes
Atikilt Tamrat,4325.77,Yes
Aster Demeke,7259.57,No
Demeke Tesfu,1281.44,No
Kidist Tilahun,2897.74,No
Selam Leul,7161.5,Yes
Zerihun Eyob,4156.54,No
Yemane Hussen,8322.77,Yes
Zewditu Tamrat,6816.8,Yes
Gebeyehu Demelash,1109.54,Yes
Abigail Leul,1142.43,Yes
Getahun Yemane,9157.12,Yes
Yonas Shiferaw,3267.96,Yes
Rahel Hussen,4585.21,Yes
Nega Hailemariam,2958.07,Yes
Demelash Tesfu,7504.94,Yes
Wengel Yonas,936.72,No
Nigussie Amare,4529.74,Yes
Rediet Desalegn,9578.53,No
Hirut Eyob,9221.66,Yes
Yodit Yohannes,179.21,Yes
Sara Solomon,2389.86,No
Biruk Wube,2580.72,No
Worku Fekadu,8896.6,Yes
Wondimu Girma,6792.55,Yes
Gizachew Zegeye,2386.57,Yes
Abiyot Fekadu,2701.84,Yes
Tena Mulugeta,6857.83,No
Rediet Girma,3075.05,Yes
Yohannes Gizachew,1302.57,Yes
Abiyot Zegeye,2909.65,Yes
Hawi Bereket,5171.43,Yes
Getahun Kebede,2766.21,Yes
Getahun Kassaye,9941.76,Yes
Tariku Getahun,5551.67,Yes
Abiyot Fekadu,1241.32,Yes
Ruth Kebede,2628.35,Yes
Tsegaye Adamu,7388.42,Yes
Helina Abiyot,3353.07,Yes
Zemzem Henok,3358.59,Yes
Hussen Hailemariam,9108.55,Yes
Hailemariam Desalegn,6206.45,No
Muluken Kidane,5897.03,Yes
Yonas Mitiku,3465.86,No
Samuel Hailu,934.55,Yes
Mihret Nebiyu,3377.21,Yes
Birtukan Legesse,9743.05,No
Mesfin Mekonnen,1041.84,No
Sintayehu Habtamu,837.21,Yes
Nebiyu Fekadu,8819.49,Yes
Atikilt Yohannes,1870.63,Yes
Demeke Demeke,4167.62,Yes
Sara Merid,2608.8,Yes
Misgana Desalegn,9936.35,Yes
Asnake Kassaye,5401.23,Yes
Dinknesh Asnake,5768.06,No
Yonas Biruk,4854.92,Yes
Sossina Mulugeta,9232.13,Yes
Yordanos Dagnachew,7493.04,Yes
Mahlet Teshome,3056.25,Yes
Yesuf Kidane,824.35,Yes
